timestamp,open,high,low,close,volume
2020-08-11 06:00:00+00:00,22.1702,22.709788743172876,21.98937466407274,22.528963407245616,149073.181891844
2020-08-11 07:00:00+00:00,22.528963407245616,22.58119872212528,22.372013729110883,22.424249043990546,57336.2070560269
2020-08-11 08:00:00+00:00,22.424249043990546,22.447516055930482,22.354399591211536,22.37766660315147,27714.049430858067
2020-08-11 09:00:00+00:00,22.37766660315147,22.422282021436484,22.243641492266438,22.28825691055145,37389.8672190597
2020-08-11 10:00:00+00:00,22.28825691055145,22.38946332054841,21.98370726247695,22.08491367247391,92919.7596465121
2020-08-11 11:00:00+00:00,22.08491367247391,22.13064270932195,21.947536135773724,21.993265172621765,47336.76382007613
2020-08-11 12:00:00+00:00,21.993265172621765,22.123892461074394,21.949665423904623,22.080292712357252,38048.12856182574
2020-08-11 13:00:00+00:00,22.080292712357252,22.1010575454793,22.017959059248717,22.038723892370765,27056.82123797866
2020-08-11 14:00:00+00:00,22.038723892370765,22.12983367980211,21.764632797913816,21.855742585345162,82937.9252464701
2020-08-11 15:00:00+00:00,21.855742585345162,21.903795927704657,21.71137000418689,21.759423346546384,66712.76336541836
2020-08-11 16:00:00+00:00,21.759423346546384,21.876851673325923,21.720233740867116,21.837662067646654,38958.62064480628
2020-08-11 17:00:00+00:00,21.837662067646654,22.041835913374385,21.769463299923686,21.973637145651416,50356.38871285984
2020-08-11 18:00:00+00:00,21.973637145651416,22.003119245429744,21.96380685071354,21.993288950491866,33328.386258524726
2020-08-11 19:00:00+00:00,21.993288950491866,22.002126920774543,21.966767928971617,21.975605899254294,25477.35338103761
2020-08-11 20:00:00+00:00,21.975605899254294,22.11007655437645,21.57052083728908,21.70499149241124,92529.71278526887
2020-08-11 21:00:00+00:00,21.70499149241124,21.873381959239833,21.64876489877487,21.817155365603465,60169.262107633665
2020-08-11 22:00:00+00:00,21.817155365603465,21.83558520739565,21.76183463300659,21.780264474798773,33513.11194727428
2020-08-11 23:00:00+00:00,21.780264474798773,21.831804843921564,21.76307532687104,21.81461569599383,40381.677349308105
2020-08-12 00:00:00+00:00,21.81461569599383,21.94864051522292,21.410866838775185,21.544891658004275,128840.81244102628
2020-08-12 01:00:00+00:00,21.544891658004275,21.589281615728673,21.411537855339333,21.45592781306373,54222.99952436847
2020-08-12 02:00:00+00:00,21.45592781306373,21.476244202787736,21.39494007168345,21.415256461407456,39822.55331639788
2020-08-12 03:00:00+00:00,21.415256461407456,21.44953474452155,21.31231140621068,21.346589689324773,45061.16631092967
2020-08-12 04:00:00+00:00,21.346589689324773,21.3919004041055,21.21046409339929,21.255774808180014,39217.254333998775
2020-08-12 05:00:00+00:00,21.255774808180014,21.334635206020323,21.018602596807014,21.097462994647323,66753.15569990325
2020-08-12 06:00:00+00:00,21.097462994647323,21.3016100825932,21.029268264800514,21.23341535274639,69211.25312882244
2020-08-12 07:00:00+00:00,21.23341535274639,21.5199404157512,21.13762230357575,21.42414736658056,87090.7345511191
2020-08-12 08:00:00+00:00,21.42414736658056,21.443894797557654,21.36486858001184,21.384616010988935,34908.68664187507
